title,link,image
Udemy – Mastering IELTS Writing: Task 2 (Band 9 Model Answers) 2022-12به‌روزشده در ‌ امروز در 05:56در ‌ آموزش تصویری4 دیدگاهدانلود Mastering IELTS Writing: Task 2 (Band 9 Model Answers)، دوره آموزش تخصصی نوشتن مقالات آزمون IELTS Writing,https://downloadly.ir/elearning/video-tutorials/mastering-ielts-writing-task-2-band-9-model-answers-4/,https://downloadly.ir/wp-content/uploads/2020/05/Mastering-IELTS-Writing-Task-2-Band-9-Model-Answers-300x300.jpg
Coursera – Mathematics for Machine Learning and Data Science Specialization 2023-2به‌روزشده در ‌ امروز در 04:09در ‌ آموزش تصویریدانلود Mathematics for Machine Learning and Data Science Specialization | دوره تخصصی ریاضیات برای یادگیری ماشین و علوم داده,https://downloadly.ir/elearning/video-tutorials/mathematics-for-machine-learning-and-data-science-specialization/,https://downloadly.ir/wp-content/uploads/2023/01/Mathematics-for-Machine-Learning-and-Data-Science-Specialization-300x300.jpeg
Microsoft Edge 109.0.1518.78 x86/x64به‌روزشده در ‌ امروز در 03:46در ‌ اینترنتدانلود Microsoft Edge ؛ مرورگر جدید مایکروسافت,https://downloadly.ir/software/internet/microsoft-edge/,https://downloadly.ir/wp-content/uploads/2021/01/Microsoft-Edge.png
Udemy – Ultimate AWS Certified Solutions Architect Professional 2022 2023-1به‌روزشده در ‌ امروز در 03:35در ‌ آموزش تصویریدانلود Ultimate AWS Certified Solutions Architect Professional؛ دوره آموزش تصویری راه حل های مبتنی بر AWS,https://downloadly.ir/elearning/video-tutorials/ultimate-aws-certified-solutions-architect-professional/,https://downloadly.ir/wp-content/uploads/2022/09/Ultimate-AWS-Certified-Solutions-Architect-Professional-1.jpg
"Udemy – Complete NodeJS Developer in 2022 (GraphQL, MongoDB, + more) 2022-6به‌روزشده در ‌ امروز در 02:12در ‌ آموزش تصویری7 دیدگاهدانلود Complete NodeJS Developer in 2022 (GraphQL, MongoDB, + more)، دوره جامع آموزش توسعه بک اند و برنامه نویسی Node.js",https://downloadly.ir/elearning/video-tutorials/complete-nodejs-developer-in-2022-graphql-mongodb-more-2/,https://downloadly.ir/wp-content/uploads/2021/09/Complete-Node.js-Developer-in-2021-Zero-to-Mastery-300x300.jpg
Slitheris Network Discovery Pro 1.1.309به‌روزشده در ‌ دیروز در 23:31در ‌ شبکه و سروردانلود Slitheris Network Discovery ، نرم افزار حرفه ای اسکن IP دستگاه های متصل به شبکه برای ویندوز ، نمایش نام ، سیستم عامل و …,https://downloadly.ir/software/network-server/slitheris-network-discovery/,https://downloadly.ir/wp-content/uploads/2020/09/Slitheris-Network-Discovery.png
Frontend Masters – React Performance 2023-1به‌روزشده در ‌ دیروز در 21:07در ‌ آموزش تصویریدانلود React Performance | بهینه سازی برنامه های کاربردی React برای حداکثر عملکرد,https://downloadly.ir/elearning/video-tutorials/react-performance/,https://downloadly.ir/wp-content/uploads/2023/02/React-Performance-300x300.jpeg
EduIQ Net Monitor for Employees Professional 5.8.20به‌روزشده در ‌ دیروز در 20:45در ‌ شبکه و سروردانلود EduIQ Net Monitor for Employees ؛ برنامه نظارت و مدیریت بر کامپیوتر های شبکه,https://downloadly.ir/software/network-server/eduiq-net-monitor-for-employees/,https://downloadly.ir/wp-content/uploads/2019/07/EduIQ-Net-Monitor-for-Employees.png
Udemy – Bartender Pro: Become A Hospitality Bartender Today! 2022-9به‌روزشده در ‌ دیروز در 19:53در ‌ آموزش تصویریدانلود !Bartender Pro: Become A Hospitality Bartender Today | دوره متصدی بار حرفه ایی,https://downloadly.ir/elearning/video-tutorials/bartender-pro-become-a-hospitality-bartender-today/,https://downloadly.ir/wp-content/uploads/2023/02/Bartender-Pro-Become-A-Hospitality-Bartender-Today.jpeg
HDRsoft Photomatix Pro 7.0 Win + Portable/ macOSبه‌روزشده در ‌ دیروز در 20:12در ‌ گرافیکدانلود Photomatix ؛ برنامه ایجاد تصاویر HDR,https://downloadly.ir/software/graphic/hdrsoft-photomatix/,https://downloadly.ir/wp-content/uploads/2019/09/Photomatix.png
JRiver Media Center 30.0.59 Win/ 25.0.123 macOSبه‌روزشده در ‌ دیروز در 19:45در ‌ پخش‌کنندهدانلود JRiver Media Center ؛ ایستگاه پخش موسیقی و فیلم,https://downloadly.ir/software/player/jriver-media-center/,https://downloadly.ir/wp-content/uploads/2019/04/JRiver-Media-Center.png
FBackup 9.8.721 Multilingualبه‌روزشده در ‌ دیروز در 19:38در ‌ پشتیبان‌گیریدانلود FBackup ؛ برنامه رایگان پشتیبان گیری از اطلاعات,https://downloadly.ir/software/backup/fbackup/,https://downloadly.ir/wp-content/uploads/2019/05/FBackup.png
LibreOffice 7.5.0 x86/x64به‌روزشده در ‌ دیروز در 19:33در ‌ کار با متن و PDFدانلود LibreOffice ؛ مجموعه نرم افزار رایگان جایگزین مایکروسافت آفیس,https://downloadly.ir/software/office-pdf/libreoffice/,https://downloadly.ir/wp-content/uploads/2019/05/LibreOffice.png
R-Studio 9.2 Build 191126 Technician / 191044 Networkبه‌روزشده در ‌ دیروز در 19:25در ‌ بازیابی اطلاعات4 دیدگاهدانلود R-Studio ؛ نرم افزار سریع و قدرتمند بازیابی اطلاعات,https://downloadly.ir/software/data-recovery/r-studio/,https://downloadly.ir/wp-content/uploads/2019/05/R-Studio.png
R-Wipe & Clean 20.0.2390به‌روزشده در ‌ دیروز در 19:20در ‌ کاربردی1 دیدگاهدانلود R-Wipe & Clean ؛ برنامه حذف فایل های بی استفاده,https://downloadly.ir/software/utility/r-wipe-clean/,https://downloadly.ir/wp-content/uploads/2019/05/R-Wipe-Clean.png
Aiseesoft Video Converter Ultimate 10.6.18 Win/ 10.3.52 macOSبه‌روزشده در ‌ دیروز در 18:09در ‌ تبدیل‌کننده فرمت‌ها2 دیدگاهدانلود Aiseesoft Total Video Converter ؛ یکی از برترین برنامه‌های تبدیل فرمت‌های ویدیویی,https://downloadly.ir/software/converter/aiseesoft-total-video-converter/,https://downloadly.ir/wp-content/uploads/2019/08/Aiseesoft-Total-Video-Converter.png
PhraseExpress 16.1.6به‌روزشده در ‌ دیروز در 18:02در ‌ کاربردیدانلود PhraseExpress، یک نرم افزار حرفه ای برای استفاده از الگو های متنی,https://downloadly.ir/software/utility/phraseexpress/,https://downloadly.ir/wp-content/uploads/2021/02/PhraseExpress-300x300.jpg
EssentialPIM Pro Business 11.2.4 Multilingualبه‌روزشده در ‌ دیروز در 17:01در ‌ کاربردیدانلود EssentialPIM ؛ برنامه مدیریت اطلاعات شخصی,https://downloadly.ir/software/utility/essentialpim/,https://downloadly.ir/wp-content/uploads/2019/05/EssentialPIM.png
Autodesk PowerMill Ultimate 2023.1.1 x64به‌روزشده در ‌ دیروز در 16:53در ‌ مهندسی و تخصصی10 دیدگاهدانلود PowerMill ؛ نرم افزار قدرتمند ماشین کاری سی ان سی,https://downloadly.ir/software/engineering-specialized/powermill/,https://downloadly.ir/wp-content/uploads/2019/07/PowerMill.png
LDPlayer Android Emulator 9.0.36به‌روزشده در ‌ دیروز در 16:45در ‌ ابزار موبایل3 دیدگاهدانلود LDPlayer ؛ شبیه ساز اندروید برای ویندوز,https://downloadly.ir/software/mobile-tools/ldplayer/,https://downloadly.ir/wp-content/uploads/2020/02/LDPlayer.png
Wise Care 365 Pro 6.4.4.622 Multilingualبه‌روزشده در ‌ دیروز در 15:40در ‌ بهینه‌ساز2 دیدگاهدانلود Wise Care 365؛ برنامه برای پاک سازی و بهینه سازی ویندوز,https://downloadly.ir/software/optimizer/wise-care-365/,https://downloadly.ir/wp-content/uploads/2019/04/Wise-Care-365.png
Udemy – NFT Investing Masterclass – Pro-Tips about NFT Investing 2022-9به‌روزشده در ‌ دیروز در 14:29در ‌ آموزش تصویریدانلود NFT Investing Masterclass – Pro-Tips about NFT Investing | آموزش سرمایه گذاری در NFT,https://downloadly.ir/elearning/video-tutorials/nft-investing-masterclass-pro-tips-about-nft-investing/,https://downloadly.ir/wp-content/uploads/2023/02/NFT-Investing-Masterclass-Pro-Tips-about-NFT-Investing.jpeg
Udemy – IELTS Academic: 10+ Hours of Complete Course 2022-3به‌روزشده در ‌ دیروز در 13:26در ‌ آموزش تصویری3 دیدگاهدانلود IELTS Academic: 10+ Hours of Complete Course | دوره کامل آموزش آیلتس,https://downloadly.ir/elearning/video-tutorials/ielts-academic-10-hours-of-complete-course/,https://downloadly.ir/wp-content/uploads/2023/02/IELTS-Academic-10-Hours-of-Complete-Course.jpeg
Udemy – Build Polymorphic Components with React and Typescript 2022-4به‌روزشده در ‌ دیروز در 12:45در ‌ آموزش تصویری1 دیدگاهدانلود Build Polymorphic Components with React and Typescript | ایجاد کامپوننت های قابل استفاده مجدد توسعه پذیر,https://downloadly.ir/elearning/video-tutorials/build-polymorphic-components-with-react-and-typescript/,https://downloadly.ir/wp-content/uploads/2023/02/Build-Polymorphic-Components-with-React-and-Typescript.jpeg
O&O DiskImage Server (Pro/Workstation) 18.3 Build 266 x86/x64به‌روزشده در ‌ دیروز در 06:53در ‌ پشتیبان‌گیریدانلود O&O DiskImage ؛ نرم‌افزاری کارآمد جهت پشتیبان‌گیری,https://downloadly.ir/software/backup/oo-diskimage/,https://downloadly.ir/wp-content/uploads/2019/04/OO-DiskImage.png
SQL Backup Master All Editions 6.1.589به‌روزشده در ‌ دیروز در 05:36در ‌ برنامه‌نویسی4 دیدگاهدانلود SQL Backup Master ؛ نرم افزار بکاپ گرفتن از دیتابیس,https://downloadly.ir/software/programming/sql-backup-master/,https://downloadly.ir/wp-content/uploads/2019/01/SQL-Backup-Master-300x300.jpg
Luminar Neo 1.6.4 (10948) Win/ 1.6.3 (13862) macOSبه‌روزشده در ‌ دیروز در 05:27در ‌ گرافیک5 دیدگاهدانلود Luminar Neo؛ نرم‌افزار خلاقانه و مدرن ویرایش تصاویر مبتنی بر هوش مصنوعی,https://downloadly.ir/software/graphic/luminar-neo-3/,https://downloadly.ir/wp-content/uploads/2022/03/Luminar-Neo-Logo.jpg
Android Studio 2022.1.1.20 Win/ 4.0 Linux/macOS + SDK 2023.1.13به‌روزشده در ‌ دیروز در 04:32در ‌ برنامه‌نویسی3 دیدگاهدانلود Android Studio ؛ محیط برنامه نویسی اندروید,https://downloadly.ir/software/programming/android-studio/,https://downloadly.ir/wp-content/uploads/2019/05/Android-Studio.png
Rohos Logon Key 5.0 Multilingualبه‌روزشده در ‌ دیروز در 04:05در ‌ سیستمیدانلود Rohos Logon Key ؛ برنامه قفل کردن کامپیوتر با استفاده از فلش مموری,https://downloadly.ir/software/system/rohos-logon-key/,https://downloadly.ir/wp-content/uploads/2019/05/Rohos-Logon-Key.png
Microsoft Visual C++ 2022 Redistributable 14.34.31938.0 + AIO + MultiPackبه‌روزشده در ‌ دیروز در 04:01در ‌ دانلودهای عمومی،کاربردیدانلود Visual C++ Redistributable ؛ بسته مورد نیاز اجرای برنامه‌های ++C,https://downloadly.ir/software/utility/microsoft-visual-c-redistributable/,https://downloadly.ir/wp-content/uploads/2019/05/Microsoft-Visual-C-Redistributable.png
Macrium Reflect 8.1.7336 Server Plus x64 + WinPE/WinREبه‌روزشده در ‌ دیروز در 01:20در ‌ بازیابی اطلاعات2 دیدگاهدانلود Macrium Reflect ؛ نرم افزار پشتیبان گیری و بازیابی اطلاعات,https://downloadly.ir/software/data-recovery/macrium-reflect/,https://downloadly.ir/wp-content/uploads/2019/08/Macrium-Reflect.png
LogViewPlus 3.0.8به‌روزشده در ‌ دیروز در 01:01در ‌ کاربردی1 دیدگاهدانلود LogViewPlus ؛ ابزار مشاهده و تجزیه و تحلیل Logهای سیستم,https://downloadly.ir/software/utility/logviewplus/,https://downloadly.ir/wp-content/uploads/2018/12/LogViewPlus.jpg
Typora 1.5.5 x64/macOSبه‌روزشده در ‌ دیروز در 00:38در ‌ کار با متن و PDF2 دیدگاهدانلود Typora، ابزار ساده و قدرتمند تایپ، قالب بندی و تبدیل متن به HTML,https://downloadly.ir/software/office-pdf/typora/,https://downloadly.ir/wp-content/uploads/2022/08/Typora-Cover.jpg
FileMaker Pro 19.6.3.302 x64/ 19.5.4.401 macOS/ 19.4.2.204 Serverبه‌روزشده در ‌ دیروز در 00:32در ‌ برنامه‌نویسی10 دیدگاهدانلود FileMaker ؛ نرم افزار ساخت و مدیریت دیتابیس‌های رابطه ای,https://downloadly.ir/software/programming/filemaker/,https://downloadly.ir/wp-content/uploads/2019/05/FileMaker.png
Adobe Animate 2023 v23.0.1.70 Win/ 2021 v21.0.9 macOSبه‌روزشده در ‌ دیروز در 00:09در ‌ گرافیکدانلود Adobe Animate ؛ نرم افزار طراحی فلش و صفحات وب به صورت متحرک,https://downloadly.ir/software/graphic/adobe-animate/,https://downloadly.ir/wp-content/uploads/2019/05/Adobe-Animate.png
Udemy – Full course Circuit Analysis 2020-3به‌روزشده در ‌ 12 بهمن در 22:16در ‌ آموزش تصویریدانلود Full course Circuit Analysis | دوره کامل تحلیل مدار، آموزش مفاهیم پایه ای برای درک مدارهای الکتریکی,https://downloadly.ir/elearning/video-tutorials/full-course-circuit-analysis/,https://downloadly.ir/wp-content/uploads/2023/02/Full-course-Circuit-Analysis.jpeg
Udemy – Electric Vehicle Battery Management System – Course 2022-5به‌روزشده در ‌ 12 بهمن در 21:53در ‌ آموزش تصویریدانلود Electric Vehicle Battery Management System – Course | دوره سیستم مدیریت باتری خودروهای برقی,https://downloadly.ir/elearning/video-tutorials/electric-vehicle-battery-management-system-course/,https://downloadly.ir/wp-content/uploads/2023/02/Electric-Vehicle-Battery-Management-System-Course.jpeg
"Udemy – PCB/Electronics: Thermal Management, Cooling and Derating 2020-4به‌روزشده در ‌ 12 بهمن در 21:25در ‌ آموزش تصویریدانلود PCB/Electronics: Thermal Management, Cooling and Derating | آموزش مدیریت حرارتی در قطعات الکترونیک",https://downloadly.ir/elearning/video-tutorials/pcb-electronics-thermal-management-cooling-and-derating/,https://downloadly.ir/wp-content/uploads/2023/02/PCB_Electronics-Thermal-Management-Cooling-and-Derating.jpeg
"Udemy – Beyond Arduino, Pt 3: Interrupt Driven Embedded Applications 2019-10به‌روزشده در ‌ 12 بهمن در 20:57در ‌ آموزش تصویریدانلود Beyond Arduino, Pt 3: Interrupt Driven Embedded Applications | دوره فراتر از آردوینو، بخش ۳: برنامه های تعبیه شده وقفه گرا",https://downloadly.ir/elearning/video-tutorials/beyond-arduino-pt-3-interrupt-driven-embedded-applications/,https://downloadly.ir/wp-content/uploads/2023/02/Beyond-Arduino-Pt-3-Interrupt-Driven-Embedded-Applications.jpeg
Wondershare Recoverit 11.0.0.13 x64/ 11.0.4.11 macOSبه‌روزشده در ‌ 12 بهمن در 20:26در ‌ بازیابی اطلاعاتدانلود Recoverit ؛ نرم افزار بازیابی اطلاعات,https://downloadly.ir/software/data-recovery/recoverit-1/,https://downloadly.ir/wp-content/uploads/2019/05/Recoverit.png
MAMP & MAMP PRO 5.0.5.3998 Win / 6.8 macOSبه‌روزشده در ‌ 12 بهمن در 20:04در ‌ شبکه و سرور2 دیدگاهدانلود MAMP PRO ؛ نرم افزار ایجاد لوکال سرور بر روی مک,https://downloadly.ir/software/network-server/mamp/,https://downloadly.ir/wp-content/uploads/2019/09/MAMP.png
Opera 95.0.4635.25 Multilingual / GX 94.0.4606.79 x86/x64به‌روزشده در ‌ 12 بهمن در 19:03در ‌ اینترنتدانلود Opera ؛ یکی از مرورگرهای سریع اینترنتی,https://downloadly.ir/software/internet/opera/,https://downloadly.ir/wp-content/uploads/2019/04/Opera.png
Nox App Player (NoxPlayer) 7.0.5.2به‌روزشده در ‌ 12 بهمن در 18:52در ‌ ابزار موبایل1 دیدگاهدانلود NoxPlayer ؛ شبیه ساز رایگان و قدرتمند اجرای اپلیکیشن های اندروید در ویندوز,https://downloadly.ir/software/mobile-tools/nox-app-player/,https://downloadly.ir/wp-content/uploads/2019/04/Nox-App-Player.png
Ant Download Manager Pro 2.9.2.84176 Multilingualبه‌روزشده در ‌ 12 بهمن در 18:47در ‌ اینترنتدانلود Ant Download Manager ؛ برنامه مدیریت دانلود ساده و کارآمد,https://downloadly.ir/software/internet/ant-download-manager/,https://downloadly.ir/wp-content/uploads/2019/04/Ant-Download-Manager.png
3DCoat 2022.58 x64به‌روزشده در ‌ 12 بهمن در 18:40در ‌ مهندسی و تخصصیدانلود 3D-Coat ؛ نرم افزار طراحی اجسام و شخصیت های سه بعدی,https://downloadly.ir/software/engineering-specialized/3d-coat-6/,https://downloadly.ir/wp-content/uploads/2019/04/3D-Coat.png
IObit Uninstaller Pro 12.3.0.8 Multilingualبه‌روزشده در ‌ 12 بهمن در 18:36در ‌ کاربردیدانلود IObit Uninstaller ؛ برنامه حذف کامل نرم افزارها از ویندوز,https://downloadly.ir/software/utility/iobit-uninstaller/,https://downloadly.ir/wp-content/uploads/2019/05/IObit-Uninstaller.png
EaseUS Partition Master 17.6.0 Build 20230131 All Editionsبه‌روزشده در ‌ 12 بهمن در 18:08در ‌ بازیابی اطلاعات،سیستمی،مدیریت دیسک و پارتیشن2 دیدگاهدانلود EaseUS Partition Master ؛ یکی از بهترین نرم افزارهای مدیریت پارتیشن هارد,https://downloadly.ir/software/system/easeus-partition-master/,https://downloadly.ir/wp-content/uploads/2019/04/EaseUS-Partition-Master.png
Udemy – Growing Mushrooms Indoors for Business and Pleasure 2020-10به‌روزشده در ‌ 12 بهمن در 15:29در ‌ آموزش تصویریدانلود Growing Mushrooms Indoors for Business and Pleasure | رشد قارچ در فضای پوشیده برای کسب وکار و لذت،,https://downloadly.ir/elearning/video-tutorials/growing-mushrooms-indoors-for-business-and-pleasure/,https://downloadly.ir/wp-content/uploads/2023/01/Growing-Mushrooms-Indoors-for-Business-and-Pleasure.jpeg
"Udemy – Beyond Arduino, Part 4: C for Embedded Applications 2020-6به‌روزشده در ‌ 12 بهمن در 13:16در ‌ آموزش تصویریدانلود Beyond Arduino, Part 4: C for Embedded Applications | دوره فراتر از آردوینو، قسمت چهارم: C برای برنامه های تعبیه شده (توکار)",https://downloadly.ir/elearning/video-tutorials/beyond-arduino-part-4-c-for-embedded-applications/,https://downloadly.ir/wp-content/uploads/2023/01/Beyond-Arduino-Part-4-C-for-Embedded-Applications.jpeg
"Udemy – Beyond Arduino, Part 2: Analog Input Output 2019-10به‌روزشده در ‌ 12 بهمن در 12:27در ‌ آموزش تصویریدانلود Beyond Arduino, Part 2: Analog Input Output | دوره فراتر از آردوینو، بخش دوم: خروجی ورودی آنالوگ",https://downloadly.ir/elearning/video-tutorials/beyond-arduino-part-2-analog-input-output/,https://downloadly.ir/wp-content/uploads/2023/01/Beyond-Arduino-Part-2-Analog-Input-Output.jpeg
Mozilla Thunderbird 102.7.1 Windows/Linux/macOSبه‌روزشده در ‌ 12 بهمن در 06:25در ‌ اینترنتدانلود Thunderbird ؛ بهترین نرم افزار رایگان مدیریت ایمیل,https://downloadly.ir/software/internet/mozilla-thunderbird/,https://downloadly.ir/wp-content/uploads/2019/05/Mozilla-Thunderbird.png
Athentech Perfectly Clear WorkBench 4.3.0.2408 x64/ 4.3.0.2410 macOSبه‌روزشده در ‌ 12 بهمن در 04:48در ‌ گرافیکدانلود Athentech Perfectly Clear ؛ افزونه ویرایش و روتوش عکس در فتوشاپ,https://downloadly.ir/software/graphic/athentech-perfectly-clear/,https://downloadly.ir/wp-content/uploads/2019/04/Athentech-Perfectly-Clear.png
Udemy – Microservices with Node JS and React 2022-7به‌روزشده در ‌ 12 بهمن در 02:54در ‌ آموزش تصویری5 دیدگاهدانلود Microservices with Node JS and React ; آموزش تصویری میکروسرویس با نود و ری اکت,https://downloadly.ir/elearning/video-tutorials/microservices-with-node-js-and-react-4/,https://downloadly.ir/wp-content/uploads/2020/04/Microservices-with-Node-JS-and-React1-300x300.jpg
Allplan 2023.0.4 x64به‌روزشده در ‌ 12 بهمن در 01:48در ‌ مهندسی و تخصصی3 دیدگاهدانلود ALLPLAN ؛ بسته جامع طراحی و مدل سازی ساختمان ها به صورت سه بعدی,https://downloadly.ir/software/engineering-specialized/nemetschek-allplan/,https://downloadly.ir/wp-content/uploads/2016/04/ALLPLAN.png
MediaHuman YouTube Downloader 3.9.9.79 (3101) Multilingual x64/ 3.9.9.74 x86/macOSبه‌روزشده در ‌ 12 بهمن در 01:20در ‌ اینترنت2 دیدگاهدانلود MediaHuman YouTube Downloader؛ نرم افزار دانلود و تبدیل فرمت ویدیو از یوتیوب و سایر پلتفرم های اشتراک گذاری ویدیو,https://downloadly.ir/software/internet/mediahuman-youtube-downloader/,https://downloadly.ir/wp-content/uploads/2022/01/MediaHuman-YouTube-Downloader-Logo.jpg
Sublime Merge Build 2079 Windows/ Dev 2082 macOS/ 1119 Linuxبه‌روزشده در ‌ 11 بهمن در 23:34در ‌ برنامه‌نویسی2 دیدگاهدانلود Sublime Merge ؛ ویرایشگر قدرتمند متن و کد,https://downloadly.ir/software/programming/sublime-merge/,https://downloadly.ir/wp-content/uploads/2020/03/Sublime-Merge-.png
Udemy – Beyond Arduino: Electronics for Developers & Makers – (GPIO) 2019-4به‌روزشده در ‌ 11 بهمن در 23:20در ‌ آموزش تصویریدانلود Beyond Arduino: Electronics for Developers & Makers – (GPIO) | دوره فراتر از آردوینو: الکترونیک آرتز برای توسعه دهندگان و سازندگان,https://downloadly.ir/elearning/video-tutorials/beyond-arduino-electronics-for-developers-makers-gpio/,https://downloadly.ir/wp-content/uploads/2023/01/Beyond-Arduino-Electronics-for-Developers-Makers-GPIO.jpeg
